COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Angel & Seed,2017.0,1,6.0,,Xiaochang Shuimu Fund,Private,Consumer Goods and Services
Angel & Seed,2017.0,1,22.0,,,Private,Business Services
Angel & Seed,2016.0,1,5.0,,Beijing E-town Internet Venture Fund,Private,Technology
Series A,2016.0,1,0.0,,Kaiwu Walden Capital,Private,Healthcare
Angel & Seed,2017.0,1,89.0,,,Private,Business Services
Angel & Seed,2015.0,1,77.0,,,Private,Financial Services
Series D,2014.0,1,58.0,,"Zheng Yuan Northern Light Venture Capital, Marathon Venture Partners RMB I, Shenzhen Share Jingzhun Medical Investment Partnership, Zhuhai Gaoling Tiancheng Equity Investment Fund, Shenzhen Efund No.9 Investment Fund, Nantong Changtao Yueyin Fund, Wuxi Jincheng High-Tech Venture Fund, LBC Sunshine Healthcare Fund, Shenzhen Lushen New Power Venture Fund, Nanjing Dynamic Fengyuan Venture Fund, Anhui Luxin Wanhe Technology Innovation and Venture Fund, Suzhou Longmen Pharmaceutical Fund VI, Chengdu Huagai Tiantou Venture Fund, Longma Venture Fund LV",Private,Healthcare
Angel & Seed,2016.0,1,1.0,,Yuyao Yangming Zhixing Fund,Private,Business Services
,2017.0,1,92.0,,"Suzhou Zhizheng Chuangyi Fund, Ningbo Xidian Tianlang Venture Fund, Ningbo Meishan Bonded Port District AA Xincheng Investment Fund, Wuhan Jiazhuo Innovation Fund, Huzhou AA Venture Fund",Private,Business Services
Series B,2017.0,1,32.0,,"Shenzhen Merchants Venture Investment Fund Center, Beijing Shuimu Qingxin Venture Fund, Beijing Ruihui Haina Science Fund, Hangzhou Puhua Yuchen Fund, SDIC (Guangdong) Technology Achievement Transformation Venture Fund, SMIC Haihe Saida (Tianjin) Industrial Fund, Qingdao Muzhirui Fund, Hongtu Zhineng Foshan Fund, Chongqing Science And Technology Transformation Fund, Wuhan TTGG Hengxin Venture Fund",Private,Technology
Series A,2016.0,1,15.0,,"Orchid Asia VII, Hainahua Shanghai Fund, Guangzhou Chufeng Fund",Private,Technology
Angel & Seed,2016.0,1,,,,Private,Financial Services
Series A,2015.0,1,8.0,,"Banyan Partners Fund III, Qinghai Tsinghua Technology Venture Investment Fund, Taiyuan Kechuang Xingye Venture Fund",Private,Consumer Goods and Services
Angel & Seed,2017.0,1,4.0,,"Shenzhen Huiyue Growth Fund, Beijing Yingnuo Changsheng Venture Fund",Private,Financial Services
Series A,2015.0,1,5.0,,Xinyu High-tech Zone Guoxin Gaopeng Big Data Fund,Private,Technology
Angel & Seed,2016.0,1,2.0,,Zhencheng RMB Fund I,Private,Consumer Goods and Services
Series A,2015.0,1,9.0,,,Private,Financial Services
Early Stage,2018.0,1,76.0,,,Private,Business Services
Series A,2018.0,1,12.0,,"Sequoia Capital Global Growth Fund III, Baidu Venture RMB Fund II, Green Pine Chuangzhi Venture Fund, Beijing Zhongguancun Development Qihang Innovation Investment Fund, NIO EVE One II, Tianjin Lenovo Haihe Intelligent Technology Industry Fund, Guangxi Liuzhou Baobi Funeng Fund, Jing’an Qingqing Talents Fund",Private,Business Services
Angel & Seed,2017.0,1,11.0,,"Jiaxing Yunfang Venture Fund, Suzhou Kunzhong Yuantong Fund",Private,Technology
Angel & Seed,2019.0,1,14.0,,,Private,Consumer Goods and Services
Series C,2018.0,1,26.0,,"Baotong Chentao (Shanghai) Investment Management Partnership Enterprise, NIO EVE One II, Sichuan Shenwan Hongyuan Changhong Fund, Richen Capital Angel Fund I",Private,Technology
Series B,2015.0,1,54.0,,"Shanghai Wule Fund, Hangzhou Junfu Fund",Private,Business Services
Series A,2015.0,1,22.0,,"Beijing Semiconductor and High Technology Fund, SPIC Qingneng (Tianjin) Fund II",Private,Technology
Series A,2017.0,1,78.0,,"Long Hill Capital Venture Partners 2, Hangzhou Taizhiyou Venture Fund, 5Y Capital Growth Fund I, BioTrack RMB Fund II, Fuzhou Huaqiao Haichuanghui Venture Fund",Private,Healthcare
Angel & Seed,2017.0,1,1.0,,,Private,Media and Entertainment
Add-on,2015.0,1,1.0,,,Private,Technology
Series A,2017.0,1,11.0,,"Zhen RMB Fund V, Shanghai Buyueertong Venture Fund",Private,Technology
Angel & Seed,2016.0,1,20.0,,"Beijing Yicheng Changxiang Fund, Lianyungang Yiling Dingyu Zunxuan Fund",Private,Technology
Series A,2015.0,1,0.0,,Shenzhen Hongtai Chengzhang Venture Capital Center,Private,Healthcare
Series B,2015.0,1,44.0,,"Beijing Casstar Science Venture Fund II, Qingdao Huakong Growth Fund, Nanjing Binjiang Dynamic Venture Fund, Beijing Jinhaicheng Kechuang Fund, Guangdong Kaiding Qitai Venture Fund",Private,Industrial
Series A,2016.0,1,51.0,,Shanghai Quliu Investment Management Centre,Private,Healthcare
Angel & Seed,2016.0,1,0.0,,,Private,Healthcare
Series A,2016.0,1,60.0,,"Advantech Capital II, Wuhu Yihong Qipu Fund",Private,Technology
Series B,2018.0,1,49.0,,"Shenzhen Nanshan Oriental Fortune Small, Medium and Micro Entrepreneurship Fund, Sichuan Chuanhu Cooperative Innovation Fund, Gaoda Kechuang Lead (Hubei) Fund, Anhui SAIF Haika Venture Fund",Private,Technology
Angel & Seed,2018.0,1,61.0,,,Private,Technology
Angel & Seed,2018.0,1,30.0,,"GSR Ventures VI, Beijing Xiangsheng Huitong Fund, Linear Venture III RMB Fund, Ningbo Zhiyou Jinmiao Fund, Beijing Jingwei Chuangrong Fund",Private,Technology
Series C,2018.0,1,128.0,,"China Ventures Fund I, Oriza Rivertown Growth Fund I, Suzhou Yaotu Jinqu Venture Fund, Shanghai Addor Xinye Equity Fund I, Jiaxing Yunfang Venture Fund, Jiaozuo Qianhai Ark Semiconductor Fund, Guangxi Guangtou Xinchuang Yongzhi Venture Fund, CICC Chuanyu Phoenix (Hangzhou) Fund, Henan Zhanxin Industrial Fund",Private,Transportation
Series A,2018.0,1,14.0,,"Beijing Casstar Science Venture Fund, Gongqing Yitai Jiuyou Fund",Private,Transportation
Series C,2016.0,1,39.0,,"Hunan Wuba Qianmo Fund, Sinovation RMB Fund III, Joy Capital III, Hangzhou Puhua Ruikun Venture Fund, Hangzhou Yingniu Fund, Hangzhou Jieyi Fund, Beijing Xinchuang Technology Venture Fund I, Guangxi Guangtou Xinchuang Yongyuan Venture Fund, Shenzhen Hongtu Yuechuan Fund",Private,Industrial
Series A,2016.0,1,11.0,,"Qualcomm Ventures Fund, Beijing Chuangyebang Investment Center",Private,Consumer Goods and Services
Angel & Seed,2017.0,1,0.0,,Ningbo Bonded Area Juzhuo Chuangfa Fund,Private,Technology
Angel & Seed,2016.0,1,4.0,,,Private,Technology
Series B,2015.0,1,33.0,,"China Internet Investment Fund, Suzhou Yuanqi Wang’an Venture Fund I, Zhongyi Equity Fund (Hebei Xiongan), Volcanic Rock Fund II, IDG Magic V Fund, Guizhou Innovation Energy Big Data Fund, Suzhou Industrial Park Yuanhe Zhongyuan Fund III, Zhonghua Xingfa (Hubei) High-tech Industrial Fund, Nanjing Runxin Xietong SME Development Fund, Jiangsu Hi-Tech Yida Green Transformation Industry Investment Fund",Private,Technology
Angel & Seed,2018.0,1,29.0,,,Private,Technology
Angel & Seed,2015.0,1,2.0,,Hangzhou Kaitai Ruide Fund,Private,Technology
Series C,2017.0,1,63.0,,"Shenzhen Nanshan Oriental Fortune Small, Medium and Micro Entrepreneurship Fund, Jiaxing Zizhi Fund I, Hangzhou Xinshineng Fund, Huakong Hubei Kegong Industrial Fund, SCC Equity Principals Fund, Wuxi Chenyi Growth Fund, Chengdu Tianfu Gaorong Kangyong Fund IV, Tianjin Haihe Shunke Fund, Changshu Sanyi Venture Fund I",Private,Technology
Series A,2016.0,1,9.0,,Zheng Yuan Northern Light Venture Capital,Private,Technology
Series A,2014.0,1,53.0,,Beijing Hanneng Shuimu Fund,Private,Technology
Series A,2018.0,1,21.0,,"Beijing Hongtai Zhuli Fund, BioTrack RMB Fund I, Tibet Guodiao Hongtai Investment Fund, Suzhou Boxing Dushi Venture Fund, Wuxi Zizhi Venture Fund II, Wuxi Yunhui New Automobile Industrial Fund III",Private,Technology
Angel & Seed,2018.0,1,16.0,,,Private,Consumer Goods and Services
Angel & Seed,2018.0,1,11.0,,Beijing Cretrend Fund I,Private,Business Services
Angel & Seed,2018.0,1,13.0,,Lightspeed China Partners IV,Private,Business Services
Series C,2014.0,1,119.0,,"Guang Kong Zhong Ying Industry Fund, Tianjin Hangcheng Fund, China Mobility Fund, Everbright Haiyin Fund, Suzhou Jinling Venture Fund, Tianjin Lenovo Haihe Intelligent Technology Industry Fund, Qiming RMB Fund VII",Private,Technology
Series A,2018.0,1,46.0,,"Baidu Venture RMB Fund II, Nantong Tendence Xinkang Venture Capital Fund, Beijing Casstar Science Venture Fund, Beijing Koala Kunpeng Fund, Green Pine Liangjiang Innovation and Technology Venture Fund, Suzhou Hengtong Delta Big Data Industrial Fund, Huakong Hubei Kegong Industrial Fund, Shenzhen Lingchuang Cornerstone Equity Investment Fund, Shenzhen Huaize Zhongzhao Angel Venture Fund (D), Nanjing Delta Venture Fund",Private,Technology
Series A,2017.0,1,64.0,,"LC Fund VIII, Ningbo Weilie Investment Management Fund, Blue Lake Capital Fund III, Chongqing Xianfeng Cowin Fund",Private,Technology
Angel & Seed,2018.0,1,13.0,,Lightspeed China Partners IV,Private,Technology
Series A,2018.0,1,1.0,,"Taizhou Hongtai Health Investment Management Center, Shenzhen Gaojie Knowledge Fund, Harmony Venture Fund II",Private,Technology
Series A,2016.0,1,15.0,,"Beijing Harmony Chaoyue Fund, Xizang Lingfeng Xinfu Venture Fund, Zhen RMB Fund IV, Morningside China USD Fund, Harmony Venture Fund II",Private,Technology
Angel & Seed,2016.0,1,1.0,,,Private,Technology
Series C,2018.0,1,0.0,,"Danyang Haisheng Fund, Shenzhen Dachen Chuangtong Fund, Guangzhou Zhongke Yaying Information Industry VC Fund, Shenzhen Topping Venture Fund, Zhuhai Tianying Hezhi Fund, Tianjin Binhai Tianchuang Tongxin Venture Fund",Private,Technology
Series A,2017.0,1,28.0,,"Redpoint Ventures VII, Danyang Haisheng Fund, Guangzhou Ambrum Anyun Venture Fund I",Private,Technology
Angel & Seed,2016.0,1,20.0,,Sinovation RMB Fund II,Private,Media and Entertainment
Series A,2014.0,1,39.0,,"Yantai Taida Biology and New Pharmaceutical Industry Venture Investment Center, Shenzhen Delian Jingtai Investment, Xian Zhongke Chuangxing Fund",Private,Technology
Angel & Seed,2014.0,1,9.0,,,Private,Consumer Goods and Services
Series A,2015.0,1,81.0,,"Matrix Partners China Fund V, Shenzhen Chenyuan Hongce Fund, Qinhuangdao Xinrongjincai Fund",Private,Technology
Series C,2016.0,1,101.0,,"Sinovation RMB Fund II, Xiamen Sevenwolves Energy Conservation & Environmental Protection Venture Capital Fund, Zhen RMB Fund IV, ShanXi Xike Angel Business Information Consultation Fund III, Guangzhou Guangfa Xinde Health Industry Fund I, Fosun Liangjiang Digital Investment Fund, Cyanhill Capital RMB Fund I, CICC Biomedicine Fund, Xiamen Delta Xinshi Venture Fund, Shenzhen Hongtu Shanli Private Equity Fund, Hubei High-quality Development Industry Fund, Jingjinji Coordinated Development Industrial Fund, Chongaing Wanzhou Economic Development Area Fund, Qingdao Xinding Kenge Fund",Private,Transportation
Series B,2018.0,1,37.0,,"CDH RMB VGC II, Beijing Zhongguancun Development Qihang Innovation Investment Fund, CICC Biomedicine Fund, Tianjin Lenovo Haihe Intelligent Technology Industry Fund, IDG Magic V Fund, Shenzhen Yuansheng Angel Venture Fund, Beijing Xingyi Venture Fund, Suzhou Oriza Rivertown Venture Growth Fund II",Private,Healthcare
Series C,2017.0,1,76.0,,"Qingsong Fund III, Jiangsu Shengyu Heike Healthcare Fund, Qingsong Fund IV, Ningbo Meishan Bonded Port District AA Xincheng Investment Fund, Shanghai Huihu Internet Financial Information Service Venture Fund, Guangzhou Zhongfu Yide Equity Fund, BioTrack RMB Fund II, Shenzhen Hanneng New Economy Fund, Huzhou Jingchuang Fund, Qingdao Hongxin Venture Fund I",Private,Healthcare
Early Stage,2017.0,1,52.0,,,Private,Technology
Series A,2015.0,1,,,,Private,Media and Entertainment
Series A,2015.0,1,7.0,,"Enlight Growth Partners II L.P., Qingdao Qingkong Merchants Innovation Fund, Xiamen Meihua Shengshi Fund, Ma' anshan Hongtai Xinyetai Fund",Private,Technology
Series A,2017.0,1,28.0,,"Hangzhou Xinshineng Fund, Shanghai Bingyuan Xu Fund, Xiamen Meihua Shengshi Fund",Private,Healthcare
Series A,2017.0,1,30.0,,"Everbright Haiyin Fund, Suzhou Guofeng Dingjia Venture Capital Partnership",Private,Technology
Series B,2017.0,1,53.0,,"China Aviation Investment Fund, Nanjing Dingqin Fund, Beijing High Technology Automobile Industrial Venture Fund, Zhuhai Zhongyun Fund, Guangzhou Yuexiu Chuangda Industrial Fund III, Hainan Advantage Fund I, Jiaxing Bosheng Tengjian Fund",Private,Technology
Series A,2016.0,1,71.0,,Kaiwu Walden Capital,Private,Technology
Series B,2017.0,1,25.0,,"Zhuhai Zhixing Bingjin Culture Industry Fund, Jiaxing Huayi Investment Fund",Private,Transportation
Series B,2015.0,1,52.0,,"LC Healthcare RMB I, Shanghai Furong Qinyun Fund, Zhen RMB Fund IV, Qingdao Qingkong Jinxin Blue Microorganism Venture Fund, HG Capital Healthcare Fund III, LC Fund VIII, Ningbo Fushen Venture Fund, Zhencheng RMB Fund I, Yangquan Wutong Shujia Yuyangmei Intelligent Manafacturing Fund",Private,Healthcare
Add-on,2014.0,1,29.0,,"Kuandai Chengbai Changjiang Hubei Fund, Zhen RMB Fund I, Beijing Jingbei Sunshine Fund",Private,Technology
Series B,2015.0,1,10.0,,"China Harvest Fund III, Suzhou Zhongxin Xingfu New Industry Investment Partnership Enterprise, Legend Star RMB Fund III, Ningbo Xingyuan Fund, Nanjing Zhongke Dynamic Balance Equity Fund, Hangzhou Taiyu Fund II",Private,Technology
Angel & Seed,2018.0,1,4.0,,"Beijing Zhendi Intelligence Venture Fund, Nantong Xiantong Xinghui Fund",Private,Healthcare
Early Stage,2016.0,1,12.0,,"Zhen RMB Fund IV, Ningbo Meishan Bonded Zone of Jiangmen Venture Fund, Beijing Fangsheng Venture Fund",Private,Technology
Angel & Seed,2016.0,1,4.0,,"Banyan Capital RMB Growth Fund, Zhen RMB Fund IV",Private,Technology
Series B,2017.0,1,256.0,,"Banyan Partners Fund III, Hangzhou Xianfeng No.3 Investment, Matrix Chuangteng (Hangzhou) Venture Fund, Zhen RMB Fund V",Private,Business Services
Series A,2017.0,1,8.0,,"Qualcomm Ventures Fund, Sequoia Capital Global Growth Fund III, SOSV IV, 5G Ecosystem Fund, Beijing Zhongguancun Development Qihang Innovation Investment Fund, Beijing Chuangyebang Investment Center, Vertex Ventures China RMB Fund, Xiamen Huiyou Haojia Fund, General Technology High-end Equipment Industry Tongxiang Fund",Private,Technology
Angel & Seed,2017.0,1,20.0,,Ventech China III,Private,Technology
Series A,2016.0,1,21.0,,"Hillhouse Fund V, Bits x Bites Agrifood Tech Fund, Source Code RMB Fund V, Shanghai Gaoling Chenjun Fund, Hangzhou Kaitai Ruide Fund, Linear Capital V, IDG Capital Zero Carbon Fund",Private,Technology
Series A,2016.0,1,7.0,,"Xiang He Fund I, Source Code RMB Fund III, Hangzhou Jingtian Weidi Fund",Private,Technology
Series A,2016.0,1,4.0,,"LC TMT Venture RMB III, Zhen RMB Fund V, Shenzhen Yuehe Dingxin Venture Fund, Mfund, Beijing Life and Service Fund, Buhuo Ventures RMB Fund II, Beijing Yicheng Changxiang Fund, Qingdao Meihua Shengkai Fund, Hubei High-quality Development Industry Fund, Shanghai Jianyi Fund",Private,Consumer Goods and Services
Angel & Seed,2018.0,1,,,,Private,Technology
Series B,2015.0,1,81.0,,"Matrix Chuangteng (Hangzhou) Venture Fund, Source Code RMB Fund III, Jiaxing Zizhi Fund I, Jiangsu Jiequan Anpeng Advanced Manufacturing Industry Fund, Guangzhou Yingyuetonghang Venture Fund, Zhongdian Zhongjin (Xiamen) Intelligent Industry Fund",Private,Technology
Angel & Seed,2015.0,1,0.0,,,Private,Technology
Angel & Seed,2015.0,1,30.0,,Ningbo Zhixin Fund I,Private,Media and Entertainment
Series A,2015.0,1,17.0,,"Zhuhai Qianfang Youwei Science Fund, Beijing Jijiehao Yilian Fund",Private,Technology
Angel & Seed,2017.0,1,5.0,,"Trustbridge Partners VI, Lianyungang Yiling Dingyu Zunxuan Fund",Private,Technology
Series C,2016.0,1,153.0,,"Cathay Smallcap III, Sinovation RMB Fund II, Blue Lake Capital CNY Fund, Shunwei Technological Equity Investment Partnership Enterprise, Shenzhen Merchants Venture Investment Fund Center, Zhen RMB Fund IV, Oriza Rivertown Growth Fund I, Toyota AI Ventures Fund II, Beijing Jiuhe Yunyong Fund, Xiamen Jiyuan Ronghui Fund, Hai’nan Yunfeng Fund, Qingdao Shangqi Huizhu New Industries Fund, Taicang Eastern Bell Qinglan Fund VI",Private,Technology
Angel & Seed,2014.0,1,10.0,,Ruchuan (Xiamen) Investment Partnership Enterprise,Private,Business Services
Series A,2016.0,1,64.0,,China Momentum Fund,Private,Technology
Series A,2016.0,1,0.0,,,Private,Technology
Series D,2017.0,1,57.0,,"Marathon Venture Partners RMB I, Huagai Xincheng Healthcare Investment Chengdu Partnership, CCV USD I, Morningside China USD Fund, Sequoia Capital China Seed Fund II, Qiming RMB Fund VI, WT China Focus Fund, Beijing Qichuang Keyuan Fund, Primavera Venture Partners Fund I, Beijing Huagai Xincheng Yuanhang Healthcare Industrial Fund, West Street Global Growth Partners, Longma Venture Fund LV",Private,Healthcare
Series C,2016.0,1,15.0,,"LC Fund VIII, Suzhou Jichuang Jinyuan Venture Fund, Hainahua Shanghai Fund",Private,Technology
Series B,2015.0,1,83.0,,"Guangzhou Huacheng Growth Venture Fund, Shenzhen CDF Furao Fund, Hefei Hongzhuan Oriental Fund, Hefei Seed Fund",Private,Technology
Angel & Seed,2015.0,1,2.0,,"Ningbo Meihua Mingshi Fund, Nanjing Gaoda Huifeng Venture Fund",Private,Technology
Series A,2016.0,1,54.0,,"Shenzhen Jidi Albatross Equity Fund II, Qingdao Lanxiang Venture Fund VI",Private,Technology
Early Stage,2018.0,1,205.0,,Tianjin Haihe Hongtu Fund,Private,Media and Entertainment
Series C,2016.0,1,183.0,,"Qualcomm Ventures Fund, CDH RMB VGC I, Suzhou Zhongding Qinglan Fund  V, BOCOM Kechuang Fund, Hangzhou Riverhill Changming Equity Investment Partnership, Wuxi Chanfa Service Trade Fund, Changsha AA Xingfa Fund, Beijing Biotechnology Science Park Venture Fund, Anhui Guohe Intelligent Manufacturing Industry Fund, Starlight Capital RMB Fund I, Huzhou AA Venture Fund, Hefei Guozhao Duoze Industrial Fund, Hefei High-tech Incubating Venture Fund II",Private,Industrial
Angel & Seed,2017.0,1,7.0,,,Private,Technology
Mature,2018.0,1,33.0,,"Laurion Capital Master Fund, CreditEase Israel Innovation Fund II, Sinovation RMB Artificial Intelligence Fund, Chongqing Yejian Equity Investment Fund Partnership Enterprise, Softbank Vision Fund 2, Qingdao Haichuang Zhilian Industry Internet Industrial Fund, Nanjing SAIF Fund, Beijing Ruizhi Medical Fund, Shanghai Guohe Modern Service Industry Fund III, CICC Gongying Qijiang (Shanghai) Science and Technological Fund",Public,Technology
Series B,2017.0,1,1.0,,"Sequoia Capital Global Growth Fund III, Zhen RMB Fund V, Hainahua Shanghai Fund",Private,Healthcare
Series A,2018.0,1,46.0,,"Shanghai Dexu Investment Center, Yun Qi Partners III, Shenzhen Guangyuan Shuke Angel Venture Fund, Enlight Growth Partners II L.P., Wuxi Guangyuan Shuxin Fund, Ordos Jiafu Zeli Green Development Fund",Private,Technology
Series C,2017.0,1,17.0,,"HighLight Capital RMB Fund III, Suzhou Hengtong Delta Big Data Industrial Fund, Changsha Wangcheng Zhenwang Industrial Development Fund, Huzhou Jingchuang Fund, Ningbo Meishan Bonded Port Area Zhangbang Med-Fine Capital Fund",Private,Healthcare
Angel & Seed,2018.0,1,5.0,,,Private,Technology
Angel & Seed,2015.0,1,,,,Private,Technology
Merged,2017.0,1,120.0,,"Banyan Partners Fund III, Shenzhen Dachen Chuangtong Fund, Chongqing Shuimu Chengde Cultural Industry Fund, Jiangsu Jiequan Xingong Bangsheng Venture Fund, New Eastern Xingzhi Education Culture Industrial Fund, Hangzhou Yinhexin Equity Fund, Shenzhen Qianhai Qinglan Boguan Venture Fund, Beijing Guoke Dingzhi Equity Investment Fund, Suzhou Sushuang United Industrial Fund, Qifu Antai (Changzhou) New Materials Industrial Fund",Private,Technology
Series B,2017.0,1,25.0,,"Shenzhen Dachen Chuangtong Fund, Beijing Zhendi Intelligence Venture Fund, Vertex Ventures China Fund IV, Beijing Cretrend Fund I, Fresh Capital RMB Fund II, Tianjin Lenovo Haihe Intelligent Technology Industry Fund, Anhui State Control October Emerging Industrial Fund, Beijing Zhongyi Digital New Economic Industrial Fund",Private,Technology
Series A,2014.0,1,33.0,,Shenzhen Xietong Shouxi Investment Management Partnership Enterprise,Private,Media and Entertainment
Series B,2014.0,1,49.0,,"Baidu Venture RMB Fund II, Shenzhen Dachen Chuangtong Fund",Private,Technology
